,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
17,0,Blackburn Rovers,5,DF,0.14,0,0.05,"3,295",0.00,25,0.08,,3,0.00,89,,37,2,ie IRL,0,0.05,0,0,37,Jeff Kenna
18,6,Liverpool,25,MF,0.69,0,0.39,"3,256",0.17,24,0.14,,5,0.17,88,,37,8,eng ENG,0,0.39,0,0,37,Steve McManaman
19,0,Everton,5,DF,0.14,0,0.00,"3,240",0.00,29,0.03,,1,0.00,90,,36,0,eng ENG,0,0.00,0,0,36,Earl Barrett
20,0,Wimbledon,0,GK,0.00,0,0.00,"3,240",0.00,26,0.00,,0,0.00,90,,36,0,sco SCO,0,0.00,0,0,36,Neil Sullivan
21,2,Blackburn Rovers,9,DF,0.25,0,0.14,"3,240",0.06,26,0.14,,5,0.06,90,,36,3,no NOR,0,0.14,0,0,36,Henning Berg
22,0,Blackburn Rovers,0,GK,0.00,0,0.00,"3,240",0.00,29,0.00,,0,0.00,90,,36,0,eng ENG,0,0.00,0,0,36,Tim Flowers
23,0,West Ham United,0,GK,0.00,0,0.00,"3,240",0.00,34,0.00,,0,0.00,90,,36,0,"cs TCH,cz CZE",0,0.00,0,0,36,Luděk Mikloško
24,0,Manchester United,0,GK,0.00,0,0.00,"3,240",0.00,32,0.00,,0,0.00,90,,36,0,dk DEN,0,0.00,0,0,36,Peter Schmeichel
25,10,Manchester United,32,FW,0.89,0,0.50,"3,228",0.17,30,0.25,,9,0.28,90,,36,12,fr FRA,6,0.61,0,4,36,Eric Cantona
26,17,Aston Villa,45,"FW,MF",1.27,0,0.48,"3,192",0.37,24,0.06,,2,0.48,86,,37,4,tt TRI,5,0.59,0,4,37,Dwight Yorke
27,0,Leicester City,8,DF,0.23,0,0.06,"3,185",0.00,26,0.17,,6,0.00,89,,36,2,eng ENG,0,0.06,0,0,36,Simon Grayson
28,1,Liverpool,12,MF,0.34,1,0.17,"3,177",0.03,25,0.17,,6,0.03,86,,36,5,ie IRL,0,0.17,0,0,37,Jason McAteer
29,2,Nottingham Forest,9,DF,0.26,0,0.20,"3,173",0.06,29,0.26,,9,0.06,88,,36,5,eng ENG,0,0.20,0,0,36,Colin Cooper
30,0,Sheffield Wednesday,5,DF,0.14,0,0.06,"3,160",0.00,30,0.09,,2,0.00,88,,36,2,eng ENG,0,0.06,1,0,36,Des Walker
31,0,Newcastle United,5,DF,0.14,0,0.03,"3,150",0.00,28,0.11,,4,0.00,90,,35,1,eng ENG,0,0.03,0,0,35,Darren Peacock
32,1,Leicester City,10,MF,0.29,0,0.20,"3,150",0.03,25,0.31,,10,0.03,90,,35,6,nir NIR,0,0.20,1,0,35,Neil Lennon
33,0,Wimbledon,7,DF,0.20,0,0.00,"3,147",0.00,25,0.17,,6,0.00,87,,36,0,ie IRL,0,0.00,0,0,36,Kenny Cunningham
34,2,West Ham United,14,DF,0.40,0,0.09,"3,114",0.06,27,0.32,,11,0.06,89,,35,1,hr CRO,0,0.09,0,0,35,Slaven Bilić
35,0,Coventry City,6,DF,0.17,0,0.03,"3,103",0.00,27,0.12,,4,0.00,89,,35,1,eng ENG,0,0.03,0,0,35,Richard Shaw
36,2,Leeds United,9,DF,0.26,2,0.15,"3,089",0.06,22,0.17,,6,0.06,86,,34,3,ie IRL,0,0.15,0,0,36,Gary Kelly
37,1,Blackburn Rovers,6,DF,0.17,0,0.12,"3,089",0.03,30,0.12,,4,0.03,88,,35,3,sco SCO,0,0.12,0,0,35,Colin Hendry
38,4,Liverpool,15,"FW,MF,DF",0.44,1,0.21,"3,068",0.12,32,0.00,,0,0.12,88,,34,3,eng ENG,0,0.21,0,0,35,John Barnes
39,0,Everton,0,GK,0.00,0,0.00,"3,060",0.00,37,0.00,,0,0.00,90,,34,0,wal WAL,0,0.00,0,0,34,Neville Southall
40,0,Derby County,8,DF,0.24,0,0.00,"3,057",0.00,26,0.12,,4,0.00,87,,35,0,eng ENG,0,0.00,0,0,35,Chris Powell
41,3,Leeds United,21,FW,0.62,2,0.15,"3,047",0.09,34,0.18,,6,0.09,85,,34,2,wal WAL,0,0.15,0,0,36,Ian Rush
42,12,Middlesbrough,43,MF,1.27,1,0.47,"3,040",0.36,23,0.18,,6,0.36,87,,34,4,br BRA,0,0.47,0,0,35,Juninho Paulista
43,10,Leicester City,43,FW,1.28,0,0.45,"3,031",0.30,18,0.33,,11,0.30,87,,35,5,eng ENG,0,0.45,0,0,35,Emile Heskey
44,2,Derby County,9,DF,0.27,0,0.12,"3,003",0.06,22,0.18,,6,0.06,86,,35,2,eng ENG,0,0.12,0,0,35,Gary Rowett
45,2,Aston Villa,16,MF,0.48,0,0.24,"3,003",0.06,33,0.27,,9,0.06,88,,34,6,ie IRL,0,0.24,0,0,34,Andy Townsend
46,3,Leicester City,15,MF,0.45,1,0.18,"2,989",0.09,21,0.24,,8,0.09,85,,34,3,tr TUR,0,0.18,0,0,35,Muzzy Izzet
47,8,Manchester United,35,MF,1.05,3,0.45,"2,986",0.24,21,0.21,,7,0.24,83,,33,7,eng ENG,0,0.45,0,0,36,David Beckham
48,0,Tottenham Hotspur,3,DF,0.09,1,0.00,"2,981",0.00,31,0.24,,8,0.00,88,,33,0,sco SCO,0,0.00,0,0,34,Colin Calderwood
49,1,Newcastle United,9,"DF,MF",0.27,3,0.15,"2,973",0.03,22,0.12,,4,0.03,83,,33,4,eng ENG,0,0.15,0,0,36,Steve Watson
50,0,Nottingham Forest,0,GK,0.00,0,0.00,"2,970",0.00,27,0.00,,0,0.00,90,,33,0,wal WAL,0,0.00,0,0,33,Mark Crossley
51,0,Liverpool,7,DF,0.21,0,0.09,"2,970",0.00,32,0.21,,7,0.00,90,,33,3,eng ENG,0,0.09,0,0,33,Mark Wright
52,3,Chelsea,11,DF,0.33,0,0.27,"2,966",0.09,28,0.12,,4,0.09,87,,34,6,ro ROU,0,0.27,0,0,34,Dan Petrescu
53,1,Arsenal,4,"DF,MF",0.12,0,0.12,"2,951",0.03,30,0.21,,7,0.03,89,,33,3,eng ENG,0,0.12,0,0,33,Martin Keown
54,1,Derby County,11,DF,0.34,1,0.12,"2,933",0.03,24,0.06,,2,0.03,82,,35,3,dk DEN,0,0.12,0,0,36,Jacob Laursen
55,8,Wimbledon,31,"FW,MF",0.95,2,0.37,"2,931",0.25,25,0.06,,2,0.25,81,,34,4,jm JAM,0,0.37,0,0,36,Marcus Gayle
56,6,Derby County,19,MF,0.58,0,0.25,"2,928",0.09,30,0.09,,3,0.18,86,,34,5,"hr CRO,yu YUG",4,0.34,0,3,34,Aljoša Asanović
57,6,Sheffield Wednesday,18,MF,0.56,1,0.37,"2,909",0.15,25,0.25,,8,0.19,86,,33,7,wal WAL,2,0.40,0,1,34,Mark Pembridge
58,0,Arsenal,7,DF,0.22,0,0.03,"2,908",0.00,33,0.19,,6,0.00,88,,33,1,eng ENG,0,0.03,0,0,33,Steve Bould
59,2,Wimbledon,12,MF,0.37,1,0.46,"2,907",0.06,23,0.03,,1,0.06,86,,33,13,eng ENG,0,0.46,0,0,34,Neal Ardley
60,7,Chelsea,29,MF,0.90,1,0.25,"2,900",0.22,26,0.19,,6,0.22,85,,33,1,it ITA,0,0.25,0,0,34,Roberto Di Matteo
61,4,Southampton,17,"MF,DF",0.53,6,0.09,"2,887",0.06,27,0.12,,4,0.12,78,,31,1,nir NIR,3,0.16,0,2,37,Jim Magilton
62,10,Blackburn Rovers,28,"MF,FW",0.87,0,0.41,"2,886",0.31,29,0.19,,6,0.31,85,,34,3,sco SCO,0,0.41,0,0,34,Kevin Gallacher
63,5,Everton,35,"FW,MF",1.10,3,0.41,"2,874",0.16,22,0.00,,0,0.16,82,,32,8,eng ENG,0,0.41,0,0,35,Nick Barmby
64,6,Coventry City,19,FW,0.60,1,0.28,"2,873",0.19,21,0.34,,11,0.19,82,,34,3,eng ENG,0,0.28,0,0,35,Noel Whelan
65,2,Sunderland,12,DF,0.38,0,0.13,"2,872",0.06,26,0.13,,2,0.06,87,,33,2,eng ENG,0,0.13,2,0,33,Richard Ord
66,10,Everton,28,FW,0.88,2,0.47,"2,872",0.31,24,0.25,,7,0.31,87,,31,5,sco SCO,0,0.47,1,0,33,Duncan Ferguson
67,8,Chelsea,32,FW,1.00,3,0.56,"2,871",0.25,32,0.09,,3,0.25,82,,32,10,wal WAL,0,0.56,0,0,35,Mark Hughes
68,5,Everton,11,DF,0.35,2,0.19,"2,854",0.09,22,0.25,,7,0.16,84,,32,3,eng ENG,3,0.25,1,2,34,David Unsworth
69,16,Middlesbrough,61,FW,1.92,0,0.41,"2,853",0.41,27,0.25,,7,0.50,87,,33,0,it ITA,4,0.50,1,3,33,Fabrizio Ravanelli
70,5,Nottingham Forest,17,DF,0.54,0,0.22,"2,850",0.09,34,0.25,,8,0.16,86,,33,4,eng ENG,3,0.28,0,2,33,Stuart Pearce
71,3,Nottingham Forest,22,FW,0.69,1,0.13,"2,850",0.09,32,0.00,,0,0.09,84,,33,1,wal WAL,0,0.13,0,0,34,Dean Saunders
72,6,Nottingham Forest,16,"DF,MF",0.51,2,0.22,"2,844",0.19,23,0.16,,5,0.19,81,,33,1,no NOR,0,0.22,0,0,35,Alf-Inge Håland
73,0,Aston Villa,5,DF,0.16,1,0.03,"2,842",0.00,24,0.19,,6,0.00,84,,33,1,pt POR,0,0.03,0,0,34,Fernando Nélson
74,6,Arsenal,25,"MF,FW",0.79,0,0.41,"2,842",0.16,28,0.03,,1,0.19,89,,32,8,eng ENG,1,0.44,0,1,32,Paul Merson
75,0,Nottingham Forest,6,DF,0.19,1,0.06,"2,835",0.00,27,0.13,,4,0.00,89,,31,2,eng ENG,0,0.06,0,0,32,Steve Chettle
76,0,Coventry City,7,"DF,MF",0.22,3,0.06,"2,824",0.00,24,0.22,,7,0.00,83,,31,2,sco SCO,0,0.06,0,0,34,Paul Telfer
77,1,Newcastle United,8,MF,0.26,0,0.06,"2,822",0.03,27,0.41,,12,0.03,88,,32,1,eng ENG,0,0.06,1,0,32,David Batty
78,14,Coventry City,52,"DF,FW",1.66,1,0.58,"2,817",0.45,27,0.22,,5,0.45,83,,33,4,eng ENG,0,0.58,2,0,34,Dion Dublin
79,7,Wimbledon,28,MF,0.90,0,0.42,"2,813",0.22,31,0.16,,5,0.22,88,,32,6,jm JAM,0,0.42,0,0,32,Robbie Earle
80,0,Derby County,0,GK,0.00,1,0.00,"2,812",0.00,23,0.00,,0,0.00,88,,31,0,eng ENG,0,0.00,0,0,32,Russell Hoult
81,3,West Ham United,20,MF,0.64,2,0.32,"2,810",0.10,24,0.19,,5,0.10,85,,31,7,nir NIR,0,0.32,1,0,33,Michael Hughes
82,18,Liverpool,53,FW,1.70,0,0.64,"2,810",0.51,21,0.22,,6,0.58,88,,32,4,eng ENG,3,0.70,1,2,32,Robbie Fowler
83,10,Sheffield Wednesday,25,FW,0.80,3,0.32,"2,799",0.32,22,0.10,,3,0.32,80,,32,0,eng ENG,0,0.32,0,0,35,Andy Booth
84,5,Everton,25,"MF,FW",0.80,6,0.23,"2,797",0.13,25,0.16,,5,0.16,80,,29,3,eng ENG,2,0.26,0,1,35,Graham Stuart
85,4,Middlesbrough,27,MF,0.87,0,0.29,"2,793",0.10,24,0.35,,11,0.13,87,,32,6,br BRA,2,0.32,0,1,32,Emerson
86,6,West Ham United,19,DF,0.61,0,0.13,"2,790",0.03,27,0.23,,7,0.19,90,,31,3,eng ENG,6,0.29,0,5,31,Julian Dicks
87,3,Middlesbrough,13,MF,0.42,0,0.13,"2,790",0.10,27,0.32,,10,0.10,90,,31,1,eng ENG,0,0.13,0,0,31,Robbie Mustoe
88,0,Leicester City,0,GK,0.00,0,0.00,"2,790",0.00,26,0.00,,0,0.00,90,,31,0,us USA,0,0.00,0,0,31,Kasey Keller
89,3,Sunderland,15,"MF,DF",0.48,0,0.13,"2,790",0.10,31,0.16,,5,0.10,87,,32,1,eng ENG,0,0.13,0,0,32,Kevin Ball
90,4,Leeds United,18,MF,0.58,0,0.19,"2,785",0.13,19,0.26,,8,0.13,87,,32,2,eng ENG,0,0.19,0,0,32,Lee Bowyer
91,25,Newcastle United,53,FW,1.71,0,0.87,"2,784",0.71,25,0.16,,5,0.81,90,,31,5,eng ENG,4,0.97,0,3,31,Alan Shearer
92,0,Wimbledon,5,DF,0.16,3,0.06,"2,777",0.00,29,0.10,,3,0.00,90,,28,2,eng ENG,0,0.06,0,0,31,Alan Kimble
93,0,Sunderland,5,DF,0.16,0,0.03,"2,762",0.00,27,0.07,,2,0.00,86,,32,1,wal WAL,0,0.03,0,0,32,Gareth Hall
94,0,Chelsea,6,DF,0.20,0,0.07,"2,758",0.00,32,0.33,,10,0.00,89,,31,2,sco SCO,0,0.07,0,0,31,Steve Clarke
95,0,Leicester City,6,DF,0.20,1,0.03,"2,750",0.00,25,0.20,,6,0.00,81,,33,1,eng ENG,0,0.03,0,0,34,Spencer Prior
96,3,Derby County,16,DF,0.52,5,0.13,"2,747",0.10,22,0.20,,6,0.10,76,,31,1,sco SCO,0,0.13,0,0,36,Christian Dailly
97,2,Tottenham Hotspur,14,MF,0.46,0,0.07,"2,747",0.07,28,0.26,,8,0.07,86,,32,0,eng ENG,0,0.07,0,0,32,David Howells
98,2,Arsenal,7,DF,0.23,0,0.23,"2,743",0.07,32,0.23,,7,0.07,89,,31,5,eng ENG,0,0.23,0,0,31,Lee Dixon
99,2,Arsenal,19,MF,0.62,1,0.10,"2,738",0.07,20,0.36,,11,0.07,88,,30,1,fr FRA,0,0.10,0,0,31,Patrick Vieira
100,1,Manchester United,2,DF,0.07,1,0.03,"2,718",0.03,21,0.20,,6,0.03,88,,30,0,eng ENG,0,0.03,0,0,31,Gary Neville
101,5,Newcastle United,18,MF,0.60,1,0.36,"2,714",0.17,30,0.27,,8,0.17,82,,32,6,eng ENG,0,0.36,0,0,33,Rob Lee
102,3,Sunderland,20,"DF,MF",0.66,3,0.23,"2,710",0.10,21,0.13,,4,0.10,80,,31,4,eng ENG,0,0.23,0,0,34,Michael Gray
103,23,Arsenal,63,FW,2.10,5,0.67,"2,702",0.63,32,0.30,,8,0.77,77,,30,1,eng ENG,4,0.80,1,4,35,Ian Wright
104,0,Middlesbrough,9,DF,0.30,0,0.03,"2,700",0.00,27,0.17,,5,0.00,90,,30,1,ie IRL,0,0.03,0,0,30,Curtis Fleming
105,2,Sunderland,11,"MF,DF",0.37,0,0.07,"2,700",0.07,27,0.07,,2,0.07,90,,30,0,wal WAL,0,0.07,0,0,30,Andy Melville
106,1,Nottingham Forest,9,DF,0.30,2,0.03,"2,690",0.03,24,0.17,,5,0.03,84,,30,0,eng ENG,0,0.03,0,0,32,Des Lyttle
107,2,Aston Villa,12,MF,0.40,5,0.07,"2,689",0.07,28,0.13,,4,0.07,79,,29,0,eng ENG,0,0.07,0,0,34,Ian Taylor
108,0,Middlesbrough,13,DF,0.44,2,0.07,"2,650",0.00,24,0.27,,8,0.00,86,,29,2,eng ENG,0,0.07,0,0,31,Neil Cox
109,2,Coventry City,9,DF,0.31,3,0.10,"2,627",0.07,25,0.34,,10,0.07,82,,29,1,eng ENG,0,0.10,0,0,32,Paul Williams
110,3,Liverpool,13,MF,0.45,2,0.10,"2,611",0.10,28,0.21,,6,0.10,84,,29,0,eng ENG,0,0.10,0,0,31,Michael Thomas
111,7,Tottenham Hotspur,28,FW,0.97,0,0.52,"2,610",0.24,30,0.21,,6,0.24,90,,29,8,eng ENG,0,0.52,0,0,29,Teddy Sheringham
112,7,Newcastle United,22,DF,0.76,0,0.31,"2,599",0.24,22,0.03,,1,0.24,90,,29,2,eng ENG,0,0.31,0,0,29,Robbie Elliott
113,1,Manchester United,7,DF,0.24,2,0.10,"2,589",0.03,30,0.07,,2,0.03,84,,29,2,ie IRL,0,0.10,0,0,31,Denis Irwin
114,0,Sunderland,0,GK,0.00,1,0.00,"2,588",0.00,29,0.00,,0,0.00,89,,28,0,fr FRA,0,0.00,0,0,29,Lionel Pérez
115,9,Southampton,31,FW,1.08,1,0.56,"2,576",0.31,24,0.10,,3,0.31,86,,29,7,no NOR,0,0.56,0,0,30,Egil Østenstad
116,11,Derby County,39,FW,1.37,1,0.56,"2,565",0.39,23,0.32,,9,0.39,86,,29,5,eng ENG,0,0.56,0,0,30,Dean Sturridge
117,1,Nottingham Forest,16,MF,0.56,3,0.07,"2,555",0.04,28,0.28,,8,0.04,80,,29,1,eng ENG,0,0.07,0,0,32,Ian Woan
118,16,Newcastle United,43,FW,1.53,1,0.78,"2,525",0.57,29,0.18,,5,0.57,82,,30,6,eng ENG,0,0.78,0,0,31,Les Ferdinand
119,12,Leicester City,36,FW,1.28,3,0.50,"2,523",0.39,30,0.07,,2,0.43,79,,29,3,eng ENG,2,0.54,0,1,32,Steve Claridge
120,2,Aston Villa,12,"MF,DF",0.43,0,0.18,"2,516",0.07,27,0.18,,5,0.07,84,,30,3,ie IRL,0,0.18,0,0,30,Steve Staunton
121,10,Aston Villa,31,FW,1.12,1,0.40,"2,499",0.36,22,0.22,,6,0.36,83,,29,1,rs SRB,0,0.40,0,0,30,Savo Milošević
122,1,Everton,8,DF,0.29,0,0.11,"2,489",0.04,34,0.14,,4,0.04,86,,29,2,eng ENG,0,0.11,0,0,29,Dave Watson
123,0,Leeds United,5,"DF,GK",0.18,4,0.07,"2,485",0.00,27,0.25,,7,0.00,78,,28,2,za RSA,0,0.07,0,0,32,Lucas Radebe
124,2,Manchester United,8,DF,0.29,1,0.07,"2,476",0.07,26,0.18,,5,0.07,85,,28,0,eng ENG,0,0.07,0,0,29,David May
125,1,Aston Villa,8,DF,0.29,0,0.07,"2,475",0.04,25,0.04,,1,0.04,88,,28,1,eng ENG,0,0.07,0,0,28,Gareth Southgate
126,1,Derby County,8,MF,0.29,6,0.18,"2,460",0.04,24,0.29,,7,0.04,75,,27,4,jm JAM,0,0.18,1,0,33,Darryl Powell
127,0,Sunderland,7,DF,0.26,1,0.07,"2,449",0.00,33,0.11,,3,0.00,84,,28,2,pl POL,0,0.07,0,0,29,Dariusz Kubicki
128,3,Sheffield Wednesday,16,FW,0.59,4,0.15,"2,428",0.11,31,0.00,,0,0.11,74,,29,1,eng ENG,0,0.15,0,0,33,Guy Whittingham
129,1,Southampton,7,DF,0.26,1,0.11,"2,422",0.04,27,0.30,,8,0.04,84,,28,2,,0,0.11,0,0,29,Richard Dryden
130,5,Leeds United,23,FW,0.86,1,0.41,"2,421",0.19,28,0.11,,3,0.19,87,,27,6,eng ENG,1,0.41,0,0,28,Brian Deane
131,2,Sheffield Wednesday,7,DF,0.26,2,0.15,"2,411",0.07,21,0.26,,7,0.07,83,,27,2,rs SRB,0,0.15,0,0,29,Dejan Stefanović
132,2,Newcastle United,13,DF,0.49,0,0.26,"2,407",0.07,28,0.30,,8,0.07,89,,27,5,be BEL,0,0.26,0,0,27,Philippe Albert
133,3,Wimbledon,13,MF,0.49,0,0.19,"2,389",0.11,31,0.45,,11,0.11,82,,29,2,wal WAL,1,0.19,1,0,29,Vinnie Jones
134,0,Manchester United,5,DF,0.19,5,0.08,"2,385",0.00,27,0.15,,4,0.00,77,,26,2,no NOR,0,0.08,0,0,31,Ronny Johnsen
135,12,Arsenal,54,FW,2.04,1,0.57,"2,379",0.34,27,0.23,,5,0.45,82,,28,6,nl NED,3,0.68,1,3,29,Dennis Bergkamp
136,0,Southampton,5,DF,0.19,1,0.11,"2,376",0.00,23,0.27,,7,0.00,82,,28,3,no NOR,0,0.11,0,0,29,Claus Lundekvam
137,0,Leeds United,4,MF,0.15,2,0.04,"2,375",0.00,30,0.53,,13,0.00,85,,26,1,eng ENG,0,0.04,1,0,28,Carlton Palmer
138,2,Blackburn Rovers,10,"FW,MF",0.38,2,0.19,"2,363",0.08,25,0.11,,3,0.08,84,,26,3,eng ENG,0,0.19,0,0,28,Jason Wilcox
139,0,Middlesbrough,10,DF,0.38,3,0.00,"2,349",0.00,28,0.23,,6,0.00,81,,26,0,eng ENG,0,0.00,0,0,29,Steve Vickers
140,3,Chelsea,13,MF,0.50,4,0.19,"2,348",0.11,29,0.38,,10,0.11,76,,27,2,eng ENG,0,0.19,0,0,31,Dennis Wise
141,4,Arsenal,21,MF,0.81,1,0.19,"2,346",0.15,30,0.15,,4,0.15,84,,27,1,eng ENG,0,0.19,0,0,28,David Platt
142,1,Blackburn Rovers,4,DF,0.15,0,0.12,"2,333",0.04,27,0.23,,6,0.04,90,,26,2,eng ENG,0,0.12,0,0,26,Graeme Le Saux
143,2,Chelsea,10,MF,0.39,5,0.15,"2,329",0.08,24,0.12,,3,0.08,75,,26,2,sco SCO,0,0.15,0,0,31,Craig Burley
144,0,Aston Villa,12,MF,0.46,1,0.12,"2,329",0.00,25,0.12,,3,0.00,80,,28,3,eng ENG,0,0.12,0,0,29,Mark Draper
145,11,Wimbledon,33,FW,1.28,2,0.54,"2,318",0.43,29,0.16,,4,0.43,77,,28,3,ng NGA,0,0.54,0,0,30,Efan Ekoku
146,0,Everton,10,MF,0.39,0,0.08,"2,305",0.00,25,0.16,,4,0.00,82,,28,2,eng ENG,0,0.08,0,0,28,Joe Parkinson
147,5,Wimbledon,18,MF,0.71,1,0.27,"2,294",0.20,25,0.04,,1,0.20,82,,27,2,no NOR,0,0.27,0,0,28,Øyvind Leonhardsen
148,0,Coventry City,4,MF,0.16,3,0.04,"2,282",0.00,33,0.08,,2,0.00,82,,25,1,eng ENG,0,0.04,0,0,28,Kevin Richardson
149,3,Manchester United,8,DF,0.32,0,0.20,"2,282",0.12,31,0.20,,5,0.12,85,,27,2,eng ENG,0,0.20,0,0,27,Gary Pallister
150,6,Chelsea,14,DF,0.55,0,0.20,"2,279",0.12,28,0.36,,8,0.24,88,,26,2,fr FRA,4,0.32,1,3,26,Frank Leboeuf
151,2,Southampton,6,MF,0.24,9,0.08,"2,277",0.08,31,0.28,,6,0.08,69,,24,0,au AUS,0,0.08,1,0,33,Robbie Slater
152,3,Blackburn Rovers,11,MF,0.44,1,0.12,"2,265",0.12,23,0.08,,2,0.12,81,,27,0,eng ENG,0,0.12,0,0,28,Garry Flitcroft
153,0,Nottingham Forest,9,"DF,MF",0.36,3,0.00,"2,257",0.00,33,0.04,,1,0.00,84,,24,0,wal WAL,0,0.00,0,0,27,David Phillips
154,3,Arsenal,9,DF,0.36,1,0.16,"2,254",0.12,29,0.20,,4,0.12,81,,27,1,eng ENG,0,0.16,1,0,28,Tony Adams
155,5,Leeds United,21,MF,0.85,0,0.24,"2,232",0.20,25,0.04,,1,0.20,86,,26,1,eng ENG,0,0.24,0,0,26,Lee Sharpe
156,0,Leeds United,7,DF,0.28,4,0.00,"2,232",0.00,25,0.32,,8,0.00,77,,25,0,eng ENG,0,0.00,0,0,29,David Wetherall
157,1,West Ham United,11,MF,0.45,3,0.04,"2,221",0.04,31,0.08,,2,0.04,77,,26,0,eng ENG,0,0.04,0,0,29,Ian Bishop
158,8,West Ham United,26,FW,1.06,5,0.49,"2,211",0.33,21,0.45,,10,0.33,74,,25,4,wal WAL,0,0.49,1,0,30,John Hartson
159,18,Manchester United,31,FW,1.26,8,0.85,"2,211",0.73,23,0.08,,2,0.73,67,,25,3,no NOR,0,0.85,0,0,33,Ole Gunnar Solskjær
160,12,Liverpool,37,FW,1.51,5,0.65,"2,201",0.49,25,0.00,,0,0.49,73,,25,4,eng ENG,0,0.65,0,0,30,Stan Collymore
161,1,West Ham United,7,DF,0.29,2,0.04,"2,190",0.04,28,0.16,,3,0.04,78,,26,0,dk DEN,0,0.04,1,0,28,Marc Rieper
162,2,West Ham United,15,MF,0.62,1,0.16,"2,183",0.08,29,0.37,,9,0.08,81,,26,2,eng ENG,0,0.16,0,0,27,John Moncur
163,8,Derby County,31,FW,1.28,5,0.46,"2,172",0.33,25,0.21,,5,0.33,72,,25,3,eng ENG,0,0.46,0,0,30,Ashley Ward
164,13,Southampton,39,"MF,FW",1.62,6,0.50,"2,163",0.37,27,0.25,,6,0.54,70,,25,3,eng ENG,4,0.67,0,4,31,Matt Le Tissier
165,1,Newcastle United,12,"FW,MF",0.50,9,0.12,"2,162",0.04,21,0.12,,3,0.04,68,,23,2,nir NIR,0,0.12,0,0,32,Keith Gillespie
166,4,Southampton,21,MF,0.88,2,0.46,"2,156",0.17,24,0.17,,4,0.17,77,,26,7,il ISR,0,0.46,0,0,28,Eyal Berkovic
167,0,Tottenham Hotspur,9,DF,0.38,2,0.17,"2,148",0.00,19,0.04,,1,0.00,83,,24,4,ie IRL,0,0.17,0,0,26,Stephen Carr
