,games_starts,losses,minutes_per_game,save_perc,nationality,player,position,age,clean_sheets_perc,wins,goals_against_per90,games_subs,goals_against,shots_on_target_against,games,clean_sheets,minutes,draws,squad
17,21,11,90,.606,ie IRL,Rob Elliot,GK,29,19.0,6,1.76,0,37,94,21,4,"1,890",4,Newcastle United
18,19,5,90,.758,it ITA,Vito Mannone,GK,27,21.1,6,1.21,0,23,95,19,4,"1,710",8,Sunderland
19,18,3,90,.746,eng ENG,Fraser Forster,GK,27,33.3,12,0.94,0,17,67,18,6,"1,620",3,Southampton
20,17,11,90,.676,ro ROU,Costel Pantilimon,GK,28,17.6,3,1.94,0,33,102,17,3,"1,530",3,Sunderland
21,17,6,90,.604,nl NED,Maarten Stekelenburg,GK,32,35.3,6,1.12,0,19,48,17,6,"1,530",5,Southampton
22,15,7,82,.696,ba BIH,Asmir Begović,GK,28,26.7,4,1.54,2,24,79,17,4,"1,399",5,Chelsea
23,15,6,90,.717,eng ENG,Ben Foster,GK,32,26.7,3,1.13,0,17,60,15,4,"1,350",6,West Bromwich Albion
24,13,7,90,.688,es ESP,Joel Robles,GK,25,23.1,3,1.54,0,20,64,13,3,"1,170",3,Everton
25,11,7,90,.574,eng ENG,Declan Rudd,GK,24,18.2,3,2.09,0,23,54,11,2,990,1,Norwich City
26,10,5,90,.571,eng ENG,Mark Bunn,GK,30,40.0,2,1.80,0,18,42,10,4,900,3,Aston Villa
27,9,3,90,.676,eng ENG,Karl Darlow,GK,24,33.3,3,1.22,0,11,34,9,3,810,3,Newcastle United
28,8,5,90,.660,nl NED,Tim Krul,GK,27,12.5,0,2.12,0,17,50,8,1,720,3,Newcastle United
29,7,4,90,.769,eng ENG,Alex McCarthy,GK,25,0.0,3,1.29,0,9,39,7,0,630,0,Crystal Palace
30,6,3,90,.500,ie IRL,Darren Randolph,GK,28,33.3,3,2.00,0,12,24,6,2,540,0,West Ham United
31,6,4,83,.444,au AUS,Adam Federici,GK,30,0.0,0,2.73,0,15,27,6,0,495,2,Bournemouth
32,4,2,81,.500,dk DEN,Jakob Haugaard,GK,23,0.0,0,2.44,1,11,22,5,0,405,2,Stoke City
33,4,1,90,.778,ar ARG,Sergio Romero,GK,28,75.0,2,0.50,0,2,9,4,3,360,1,Manchester United
34,4,0,90,.773,co COL,David Ospina,GK,26,50.0,2,1.25,0,5,22,4,2,360,2,Arsenal
35,3,1,78,.737,ar ARG,Willy Caballero,GK,33,33.3,2,1.45,1,5,19,4,1,311,0,Manchester City
36,3,2,75,.500,ie IRL,Shay Given,GK,39,0.0,1,2.80,0,7,14,3,0,225,0,Stoke City
37,2,1,90,.647,eng ENG,Jordan Pickford,GK,21,0.0,0,3.00,0,6,17,2,0,180,1,Sunderland
38,2,1,90,.333,hu HUN,Ádám Bogdán,GK,27,0.0,0,2.00,0,4,6,2,0,180,1,Liverpool
39,2,2,90,.727,ar ARG,Paulo Gazzaniga,GK,23,0.0,0,1.50,0,3,11,2,0,180,0,Southampton
40,2,2,90,.600,ar ARG,Julián Speroni,GK,36,0.0,0,3.00,0,6,15,2,0,180,0,Crystal Palace
41,2,1,90,.692,wal WAL,Danny Ward,GK,22,0.0,1,2.00,0,4,13,2,0,180,0,Liverpool
42,1,1,90,.500,nl NED,Michel Vorm,GK,31,0.0,0,1.00,0,1,2,1,0,90,0,Tottenham Hotspur
43,1,0,90,.714,eng ENG,Kelvin Davis,GK,38,0.0,0,2.00,0,2,7,1,0,90,1,Southampton
44,1,0,90,.800,se SWE,Kristoffer Nordfeldt,GK,26,0.0,0,1.00,0,1,5,1,0,90,1,Swansea City
45,0,0,45,.500,eng ENG,Ryan Allsop,GK,23,,0,2.00,1,1,2,1,0,45,0,Bournemouth
46,0,0,24,.500,lt LTU,Giedrius Arlauskis,GK,27,,0,3.75,1,1,2,1,0,24,0,Watford
