,pens_made,goals_assists_per90,position,fouls,goals,player,goals_assists_pens_per90,squad,goals_per90,minutes_per_game,games_starts,games_subs,cards_per90,shots_on_target_per90,goals_pens_per90,games,cards_yellow,cards_red,nationality,assists,minutes,fouls_per90,age,shots_on_target,pens_att
25,0,0.15,DF,,2,Graeme Le Saux,0.15,Blackburn Rovers,0.05,89,40,1,0.15,0.22,0.05,41,6,0,eng ENG,4,"3,633",,24,9,0
26,0,0.22,MF,,4,John Moncur,0.22,Swindon Town,0.10,89,41,0,0.10,0.45,0.10,41,4,0,eng ENG,5,"3,627",,26,18,0
27,2,0.40,FW,,11,Peter Ndlovu,0.35,Coventry City,0.27,90,40,0,0.05,0.80,0.23,40,2,0,zw ZIM,5,"3,600",,20,32,2
28,0,0.17,DF,,3,Tim Breacker,0.17,West Ham United,0.07,90,40,0,0.00,0.25,0.07,40,0,0,eng ENG,4,"3,600",,28,10,0
29,0,0.00,GK,,0,Dmitri Kharine,0.00,Chelsea,0.00,90,40,0,0.00,0.00,0.00,40,0,0,"ru RUS,su URS",0,"3,600",,24,0,0
30,0,0.10,DF,,4,Chris Fairclough,0.10,Leeds United,0.10,90,40,0,0.10,0.23,0.10,40,4,0,eng ENG,0,"3,600",,29,9,0
31,0,0.00,GK,,0,Peter Schmeichel,0.00,Manchester United,0.00,90,40,0,0.00,0.00,0.00,40,0,0,dk DEN,0,"3,600",,29,0,0
32,0,0.23,MF,,5,Kevin Richardson,0.23,Aston Villa,0.13,90,40,0,0.03,0.33,0.13,40,1,0,eng ENG,4,"3,597",,30,13,0
33,1,1.00,FW,,34,Andy Cole,0.98,Newcastle United,0.85,90,40,0,0.05,1.95,0.83,40,2,0,eng ENG,6,"3,596",,21,78,1
34,0,0.40,MF,,7,Rob Lee,0.40,Newcastle United,0.18,88,41,0,0.00,0.55,0.18,41,0,0,eng ENG,9,"3,590",,27,22,0
35,0,0.15,DF,,2,Jeff Kenna,0.15,Southampton,0.05,88,40,1,0.10,0.28,0.05,41,4,0,ie IRL,4,"3,590",,22,11,0
36,0,0.05,DF,,1,David May,0.05,Blackburn Rovers,0.03,90,40,0,0.03,0.13,0.03,40,1,0,eng ENG,1,"3,579",,23,5,0
37,0,0.10,DF,,3,Phil Babb,0.10,Coventry City,0.08,89,40,0,0.05,0.25,0.08,40,2,0,ie IRL,1,"3,555",,22,10,0
38,0,0.03,"MF,DF",,0,Peter Atherton,0.03,Coventry City,0.00,88,39,1,0.00,0.31,0.00,40,0,0,eng ENG,1,"3,519",,23,12,0
39,0,0.00,DF,,0,Earl Barrett,0.00,Aston Villa,0.00,90,39,0,0.05,0.10,0.00,39,2,0,eng ENG,0,"3,510",,26,4,0
40,0,0.13,DF,,1,Carl Bradshaw,0.13,Sheffield United,0.03,88,39,1,0.08,0.15,0.03,40,2,1,eng ENG,4,"3,505",,24,6,0
41,0,0.15,MF,,4,John Ebbrell,0.15,Everton,0.10,90,39,0,0.18,0.26,0.10,39,7,0,eng ENG,2,"3,500",,23,10,0
42,0,0.13,DF,,3,Neil Ruddock,0.13,Liverpool,0.08,90,39,0,0.13,0.28,0.08,39,5,0,eng ENG,2,"3,495",,25,11,0
43,0,0.13,MF,,3,Vinny Samways,0.13,Tottenham Hotspur,0.08,90,39,0,0.15,0.36,0.08,39,6,0,eng ENG,2,"3,491",,24,14,0
44,4,0.70,FW,,23,Ian Wright,0.59,Arsenal,0.59,89,39,0,0.15,1.57,0.49,39,6,0,eng ENG,4,"3,487",,29,61,4
45,0,0.05,DF,,2,Steve Morgan,0.05,Coventry City,0.05,87,39,1,0.00,0.34,0.05,40,0,0,eng ENG,0,"3,476",,24,13,0
46,0,0.39,MF,,8,Paul Ince,0.39,Manchester United,0.21,89,39,0,0.16,0.57,0.21,39,6,0,eng ENG,7,"3,471",,25,22,0
47,0,0.10,DF,,1,Henning Berg,0.10,Blackburn Rovers,0.03,85,38,3,0.00,0.16,0.03,41,0,0,no NOR,3,"3,467",,23,6,0
48,0,0.08,DF,,0,Paul Parker,0.08,Manchester United,0.00,87,39,1,0.08,0.21,0.00,40,3,0,eng ENG,3,"3,466",,29,8,0
49,0,0.00,GK,,0,David Seaman,0.00,Arsenal,0.00,89,39,0,0.03,0.00,0.00,39,0,1,eng ENG,0,"3,459",,29,0,0
50,0,0.05,DF,,0,Steve Clarke,0.05,Chelsea,0.00,89,39,0,0.05,0.10,0.00,39,2,0,sco SCO,2,"3,455",,29,4,0
51,0,0.31,FW,,5,Iain Dowie,0.31,Southampton,0.13,88,39,0,0.21,0.81,0.13,39,8,0,nir NIR,7,"3,437",,28,31,0
52,0,0.16,MF,,0,Ian Crook,0.16,Norwich City,0.00,90,38,0,0.03,0.16,0.00,38,1,0,eng ENG,6,"3,420",,30,6,0
53,0,0.37,MF,,1,Ray Wilkins,0.37,Queens Park Rangers,0.03,88,39,0,0.00,0.37,0.03,39,0,0,eng ENG,13,"3,413",,36,14,0
54,0,0.11,DF,,0,Rob Jones,0.11,Liverpool,0.00,90,38,0,0.08,0.08,0.00,38,2,1,eng ENG,4,"3,412",,21,3,0
55,6,0.87,"MF,FW",,25,Matt Le Tissier,0.71,Southampton,0.66,90,38,0,0.11,1.64,0.50,38,4,0,eng ENG,8,"3,409",,24,62,6
56,0,0.05,MF,,0,Mike Milligan,0.05,Oldham Athletic,0.00,86,39,0,0.08,0.11,0.00,39,3,0,ie IRL,2,"3,356",,26,4,0
57,0,0.05,DF,,0,Tony Dorigo,0.05,Leeds United,0.00,88,38,0,0.05,0.13,0.00,38,2,0,eng ENG,2,"3,349",,27,5,0
58,0,0.16,MF,,2,Tim Sherwood,0.16,Blackburn Rovers,0.05,88,38,0,0.00,0.38,0.05,38,0,0,eng ENG,4,"3,340",,24,14,0
59,0,0.05,DF,,0,John Scales,0.05,Wimbledon,0.00,90,37,0,0.00,0.16,0.00,37,0,0,eng ENG,2,"3,330",,27,6,0
60,0,0.03,DF,,0,Matt Jackson,0.03,Everton,0.00,87,37,1,0.11,0.14,0.00,38,4,0,eng ENG,1,"3,318",,21,5,0
61,0,0.35,"MF,FW",,4,Stuart Ripley,0.35,Blackburn Rovers,0.11,83,40,0,0.05,0.46,0.11,40,2,0,eng ENG,9,"3,312",,25,17,0
62,0,0.05,DF,,1,Shaun Teale,0.05,Aston Villa,0.03,87,37,1,0.14,0.11,0.03,38,5,0,eng ENG,1,"3,310",,29,4,0
63,0,0.08,DF,,3,David Linighan,0.08,Ipswich Town,0.08,87,38,0,0.05,0.30,0.08,38,2,0,eng ENG,0,"3,301",,28,11,0
64,0,0.16,DF,,5,Richard Jobson,0.16,Oldham Athletic,0.14,89,37,0,0.14,0.33,0.14,37,5,0,eng ENG,1,"3,299",,30,12,0
65,1,0.16,MF,,3,John Wark,0.14,Ipswich Town,0.08,87,38,0,0.08,0.44,0.05,38,3,0,sco SCO,3,"3,298",,35,16,2
66,0,0.06,DF,,0,Barry Venison,0.06,Newcastle United,0.00,88,36,1,0.11,0.17,0.00,37,4,0,eng ENG,2,"3,272",,28,6,0
67,0,0.08,"FW,DF",,0,Roland Nilsson,0.08,Sheffield Wednesday,0.00,86,38,0,0.03,0.22,0.00,38,1,0,se SWE,3,"3,259",,29,8,0
68,3,0.30,FW,,10,Dean Saunders,0.22,Aston Villa,0.28,86,37,1,0.00,0.88,0.19,38,0,0,wal WAL,1,"3,257",,29,32,3
69,0,0.19,MF,,5,Carlton Palmer,0.19,Sheffield Wednesday,0.14,88,37,0,0.14,0.30,0.14,37,4,1,eng ENG,2,"3,251",,27,11,0
70,2,0.50,FW,,16,Tony Cottee,0.44,Everton,0.44,83,36,3,0.06,1.25,0.39,39,2,0,eng ENG,2,"3,241",,28,45,3
71,0,0.69,FW,,19,Mark Bright,0.69,Sheffield Wednesday,0.53,81,36,4,0.08,1.56,0.53,40,3,0,eng ENG,6,"3,241",,31,56,0
72,0,0.03,DF,,0,Craig Fleming,0.03,Oldham Athletic,0.00,87,37,0,0.06,0.11,0.00,37,2,0,eng ENG,1,"3,220",,21,4,0
73,0,0.14,DF,,2,Warren Barton,0.14,Wimbledon,0.06,82,37,2,0.11,0.31,0.06,39,4,0,eng ENG,3,"3,203",,24,11,0
74,0,0.34,"FW,MF",,8,Gavin Peacock,0.34,Chelsea,0.23,86,37,0,0.06,0.51,0.23,37,2,0,eng ENG,4,"3,190",,25,18,0
75,0,0.08,MF,,1,Ian Bishop,0.08,West Ham United,0.03,88,36,0,0.03,0.23,0.03,36,1,0,eng ENG,2,"3,181",,28,8,0
76,1,0.45,FW,,11,Mark Hughes,0.43,Manchester United,0.31,88,36,0,0.11,1.08,0.28,36,4,0,wal WAL,5,"3,170",,29,38,1
77,0,0.20,MF,,5,Simon Barker,0.20,Queens Park Rangers,0.14,85,35,2,0.17,0.31,0.14,37,5,1,eng ENG,2,"3,156",,28,11,0
78,0,0.03,DF,,0,Frank Sinclair,0.03,Chelsea,0.00,90,35,0,0.17,0.11,0.00,35,6,0,jm JAM,1,"3,150",,21,4,0
79,6,0.94,"FW,MF",,21,Peter Beardsley,0.77,Newcastle United,0.60,90,35,0,0.06,1.31,0.43,35,2,0,eng ENG,12,"3,149",,32,46,7
80,3,0.94,FW,,31,Alan Shearer,0.86,Blackburn Rovers,0.89,79,34,6,0.06,2.35,0.80,40,2,0,eng ENG,2,"3,145",,22,82,4
81,0,0.17,MF,,3,Nicky Summerbee,0.17,Swindon Town,0.09,83,36,2,0.09,0.34,0.09,38,3,0,eng ENG,3,"3,142",,21,12,0
82,0,0.00,DF,,0,Tony Adams,0.00,Arsenal,0.00,89,35,0,0.03,0.14,0.00,35,1,0,eng ENG,0,"3,108",,26,5,0
83,0,0.09,"MF,DF,FW",,0,Steve McMahon,0.09,Manchester City,0.00,89,35,0,0.12,0.23,0.00,35,4,0,eng ENG,3,"3,107",,31,8,0
84,0,0.29,MF,,5,Roy Keane,0.29,Manchester United,0.15,84,34,3,0.17,0.41,0.15,37,6,0,ie IRL,5,"3,090",,21,14,0
85,0,0.12,DF,,4,Ken Monkou,0.12,Southampton,0.12,88,35,0,0.09,0.29,0.12,35,3,0,nl NED,0,"3,083",,28,10,0
86,0,0.00,DF,,0,Francis Benali,0.00,Southampton,0.00,83,34,3,0.15,0.00,0.00,37,4,1,eng ENG,0,"3,082",,24,0,0
87,0,0.09,MF,,0,David Batty,0.09,Blackburn Rovers,0.00,88,34,1,0.12,0.26,0.00,35,4,0,eng ENG,3,"3,081",,24,9,0
88,0,0.44,MF,,10,Gary Speed,0.44,Leeds United,0.29,85,35,1,0.09,0.82,0.29,36,3,0,wal WAL,5,"3,076",,23,28,0
89,0,0.29,MF,,5,Dane Whitehouse,0.29,Sheffield United,0.15,81,35,3,0.29,0.50,0.15,38,10,0,eng ENG,5,"3,072",,22,17,0
90,2,0.64,FW,,16,Les Ferdinand,0.59,Queens Park Rangers,0.47,85,35,1,0.09,1.49,0.41,36,2,1,eng ENG,6,"3,072",,26,51,2
91,0,0.24,FW,,5,Chris Kiwomya,0.24,Ipswich Town,0.15,83,34,3,0.09,0.94,0.15,37,3,0,eng ENG,3,"3,058",,23,32,0
92,0,0.06,DF,,0,John Beresford,0.06,Newcastle United,0.00,90,34,0,0.03,0.12,0.00,34,1,0,eng ENG,2,"3,045",,26,4,0
93,0,0.03,DF,,0,Nigel Winterburn,0.03,Arsenal,0.00,89,34,0,0.09,0.18,0.00,34,3,0,eng ENG,1,"3,034",,29,6,0
94,0,0.06,DF,,1,Michel Vonk,0.06,Manchester City,0.03,87,34,1,0.15,0.15,0.03,35,5,0,nl NED,1,"3,029",,24,5,0
95,0,0.06,MF,,0,Eddie Newton,0.06,Chelsea,0.00,84,33,3,0.03,0.33,0.00,36,1,0,eng ENG,2,"3,028",,21,11,0
96,0,0.09,"MF,DF",,1,David Rennie,0.09,Coventry City,0.03,89,34,0,0.00,0.24,0.03,34,0,0,sco SCO,2,"3,027",,28,8,0
97,0,0.30,MF,,6,Jeremy Goss,0.30,Norwich City,0.18,89,34,0,0.03,0.42,0.18,34,1,0,wal WAL,4,"3,022",,28,14,0
98,0,0.03,MF,,0,Geraint Williams,0.03,Ipswich Town,0.00,88,34,0,0.03,0.27,0.00,34,1,0,wal WAL,1,"3,002",,31,9,0
99,0,0.66,FW,,17,Rod Wallace,0.66,Leeds United,0.51,81,34,3,0.09,1.38,0.51,37,3,0,eng ENG,5,"2,993",,23,46,1
100,1,0.42,MF,,4,Dennis Wise,0.39,Chelsea,0.12,85,35,0,0.09,0.42,0.09,35,2,1,eng ENG,10,"2,990",,26,14,2
101,0,0.03,DF,,1,Adrian Whitbread,0.03,Swindon Town,0.03,85,34,1,0.09,0.15,0.03,35,3,0,eng ENG,0,"2,987",,21,5,0
102,2,0.87,FW,,18,Eric Cantona,0.81,Manchester United,0.54,88,34,0,0.12,1.48,0.48,34,2,2,fr FRA,11,"2,987",,27,49,2
103,0,0.48,MF,,6,Darren Anderton,0.48,Tottenham Hotspur,0.18,81,35,2,0.00,0.66,0.18,37,0,0,eng ENG,10,"2,981",,21,22,0
104,0,0.21,MF,,3,Sean Flynn,0.21,Coventry City,0.09,83,33,3,0.09,0.42,0.09,36,3,0,eng ENG,4,"2,980",,25,14,0
105,0,0.42,FW,,11,John Fashanu,0.42,Wimbledon,0.33,83,35,1,0.12,1.09,0.33,36,4,0,eng ENG,3,"2,979",,30,36,0
106,0,0.18,"MF,FW",,1,Mike Marsh,0.18,West Ham United,0.03,90,33,0,0.06,0.30,0.03,33,2,0,eng ENG,5,"2,972",,24,10,0
107,0,0.03,MF,,0,Kevin Horlock,0.03,Swindon Town,0.00,78,32,6,0.09,0.18,0.00,38,3,0,nir NIR,1,"2,971",,20,6,0
108,0,0.00,GK,,0,Steve Ogrizovic,0.00,Coventry City,0.00,90,33,0,0.00,0.00,0.00,33,0,0,eng ENG,0,"2,970",,35,0,0
109,0,0.12,MF,,2,Vinnie Jones,0.12,Wimbledon,0.06,89,33,0,0.31,0.25,0.06,33,10,0,wal WAL,2,"2,938",,28,8,0
110,0,0.65,"MF,FW",,13,Ryan Giggs,0.65,Manchester United,0.40,76,32,6,0.00,0.90,0.40,38,0,0,wal WAL,8,"2,897",,19,29,0
111,0,0.00,DF,,0,Neil Thompson,0.00,Ipswich Town,0.00,91,32,0,0.03,0.25,0.00,32,1,0,eng ENG,0,"2,895",,29,8,0
112,0,0.37,FW,,9,Jostein Flo,0.37,Sheffield United,0.28,88,32,1,0.09,0.99,0.28,33,3,0,no NOR,3,"2,895",,28,32,0
113,0,0.06,DF,,1,Steve Redmond,0.06,Oldham Athletic,0.03,88,31,2,0.19,0.19,0.03,33,6,0,eng ENG,1,"2,894",,25,6,0
114,0,0.00,GK,,0,Kevin Pressman,0.00,Sheffield Wednesday,0.00,90,32,0,0.00,0.00,0.00,32,0,0,eng ENG,0,"2,880",,25,0,0
115,0,0.06,DF,,1,Gary Ablett,0.06,Everton,0.03,90,32,0,0.09,0.12,0.03,32,3,0,eng ENG,1,"2,880",,27,4,0
116,0,0.12,DF,,0,David Bardsley,0.12,Queens Park Rangers,0.00,90,32,0,0.12,0.16,0.00,32,4,0,eng ENG,4,"2,880",,28,5,0
117,0,0.06,DF,,0,Lee Dixon,0.06,Arsenal,0.00,87,32,1,0.06,0.25,0.00,33,2,0,eng ENG,2,"2,876",,29,8,0
118,0,0.38,FW,,9,Graeme Sharp,0.38,Oldham Athletic,0.28,84,31,3,0.06,0.82,0.28,34,1,1,sco SCO,3,"2,868",,32,26,0
119,0,0.28,MF,,3,Gordon Strachan,0.28,Leeds United,0.09,87,32,1,0.00,0.50,0.09,33,0,0,sco SCO,6,"2,860",,36,16,0
120,0,0.00,GK,,0,Erik Thorstvedt,0.00,Tottenham Hotspur,0.00,89,32,0,0.00,0.00,0.00,32,0,0,no NOR,0,"2,854",,30,0,0
121,0,0.10,DF,,2,Rob Newman,0.10,Norwich City,0.06,88,32,0,0.13,0.19,0.06,32,4,0,eng ENG,1,"2,826",,29,6,0
122,0,0.39,"FW,MF",,6,Jason Wilcox,0.39,Blackburn Rovers,0.19,85,31,2,0.03,0.61,0.19,33,1,0,eng ENG,6,"2,802",,22,19,0
123,,0.26,MF,,4,Jamie Redknapp,,Liverpool,0.13,80,29,6,,0.58,,35,4,,eng ENG,4,"2,802",,20,18,
124,0,0.00,GK,,0,Tony Coton,0.00,Manchester City,0.00,90,31,0,0.00,0.00,0.00,31,0,0,eng ENG,0,"2,790",,32,0,0
125,0,0.16,MF,,5,Paul Bernard,0.16,Oldham Athletic,0.16,87,32,0,0.03,0.48,0.16,32,1,0,sco SCO,0,"2,787",,20,15,0
126,0,0.06,MF,,1,Paul Bracewell,0.06,Newcastle United,0.03,87,32,0,0.10,0.10,0.03,32,3,0,eng ENG,1,"2,780",,31,3,0
127,2,0.13,DF,,3,Julian Dicks,0.06,Liverpool,0.10,90,31,0,0.06,0.36,0.03,31,2,0,eng ENG,1,"2,773",,24,11,3
128,0,0.29,MF,,3,Matty Holmes,0.29,West Ham United,0.10,82,33,1,0.00,0.39,0.10,34,0,0,eng ENG,6,"2,771",,23,12,0
129,0,0.07,DF,,1,Steve Palmer,0.07,Ipswich Town,0.03,77,31,5,0.07,0.29,0.03,36,2,0,eng ENG,1,"2,761",,25,9,0
130,1,0.39,MF,,6,Rick Holden,0.36,Oldham Athletic,0.20,73,38,0,0.03,0.72,0.16,38,0,1,,6,"2,754",,28,22,2
131,0,0.13,"DF,MF",,3,Andy Impey,0.13,Queens Park Rangers,0.10,83,31,2,0.07,0.26,0.10,33,2,0,eng ENG,1,"2,751",,21,8,0
132,0,0.00,DF,,0,Tony Gale,0.00,West Ham United,0.00,86,31,1,0.00,0.10,0.00,32,0,0,eng ENG,0,"2,745",,33,3,0
133,0,0.16,DF,,3,Andy Pearce,0.16,Sheffield Wednesday,0.10,86,29,3,0.10,0.30,0.10,32,2,1,eng ENG,2,"2,741",,27,9,0
134,0,0.46,"MF,DF",,8,Chris Bart-Williams,0.46,Sheffield Wednesday,0.26,74,30,7,0.03,0.69,0.26,37,1,0,eng ENG,6,"2,739",,19,21,0
135,0,0.03,DF,,1,Mark Wright,0.03,Liverpool,0.03,88,31,0,0.07,0.17,0.03,31,2,0,eng ENG,0,"2,726",,29,5,0
136,0,0.10,DF,,1,David Wetherall,0.10,Leeds United,0.03,85,31,1,0.03,0.20,0.03,32,1,0,eng ENG,2,"2,722",,22,6,0
137,0,0.13,MF,,1,Paul Allen,0.13,Southampton,0.03,85,29,3,0.17,0.43,0.03,32,5,0,eng ENG,3,"2,709",,30,13,0
138,0,0.07,"MF,DF",,1,Luc Nijholt,0.07,Swindon Town,0.03,85,31,1,0.17,0.27,0.03,32,5,0,nl NED,1,"2,703",,32,8,0
139,0,0.20,MF,,3,Andy Townsend,0.20,Aston Villa,0.10,84,32,0,0.07,0.53,0.10,32,2,0,ie IRL,3,"2,701",,30,16,0
140,0,0.00,GK,,0,Alan Kelly Jr.,0.00,Sheffield United,0.00,89,29,1,0.00,0.00,0.00,30,0,0,ie IRL,0,"2,683",,24,0,0
141,0,0.03,DF,,1,Terry Phelan,0.03,Manchester City,0.03,89,30,0,0.03,0.20,0.03,30,1,0,ie IRL,0,"2,676",,26,6,0
142,0,0.57,FW,,14,Kevin Campbell,0.57,Arsenal,0.47,72,28,9,0.00,1.28,0.47,37,0,0,eng ENG,3,"2,667",,23,38,1
143,0,0.20,MF,,4,Trevor Sinclair,0.20,Queens Park Rangers,0.14,83,30,2,0.00,0.61,0.14,32,0,0,eng ENG,2,"2,665",,20,18,0
144,0,0.14,"DF,MF",,1,Nigel Worthington,0.14,Sheffield Wednesday,0.03,86,30,1,0.00,0.20,0.03,31,0,0,nir NIR,3,"2,661",,31,6,0
145,0,0.10,DF,,1,Simon Charlton,0.10,Southampton,0.03,80,29,4,0.03,0.41,0.03,33,1,0,eng ENG,2,"2,644",,21,12,0
146,0,0.07,DF,,0,Paul McGrath,0.07,Aston Villa,0.00,88,30,0,0.07,0.27,0.00,30,2,0,ie IRL,2,"2,642",,33,8,0
147,0,0.34,MF,,3,Scott Sellars,0.34,Newcastle United,0.10,88,29,1,0.00,0.55,0.10,30,0,0,eng ENG,7,"2,627",,27,16,0
148,0,0.00,DF,,0,Dave Tuttle,0.00,Sheffield United,0.00,85,31,0,0.17,0.14,0.00,31,4,1,eng ENG,0,"2,626",,21,4,0
149,0,0.03,DF,,1,Kevin Scott,0.03,Tottenham Hotspur,0.03,87,30,0,0.10,0.14,0.03,30,3,0,eng ENG,0,"2,622",,26,4,0
150,0,0.07,DF,,1,Jakob Kjeldbjerg,0.07,Chelsea,0.03,90,29,0,0.10,0.21,0.03,29,3,0,dk DEN,1,"2,610",,23,6,0
151,0,0.14,MF,,1,Graham Hyde,0.14,Sheffield Wednesday,0.03,72,27,9,0.03,0.28,0.03,36,1,0,eng ENG,3,"2,590",,22,8,0
152,0,0.00,GK,,0,Mark Bosnich,0.00,Aston Villa,0.00,89,28,1,0.00,0.00,0.00,29,0,0,au AUS,0,"2,584",,21,0,0
153,0,0.03,DF,,0,Brian Borrows,0.03,Coventry City,0.00,89,29,0,0.00,0.07,0.00,29,0,0,eng ENG,1,"2,578",,32,2,0
154,0,0.00,GK,,0,Bruce Grobbelaar,0.00,Liverpool,0.00,89,29,0,0.00,0.00,0.00,29,0,0,zw ZIM,0,"2,576",,35,0,0
155,0,0.07,MF,,1,Barry Horne,0.07,Everton,0.04,80,28,4,0.11,0.42,0.04,32,3,0,wal WAL,1,"2,562",,31,12,0
156,0,0.39,MF,,8,Jason Dozzell,0.39,Tottenham Hotspur,0.28,80,28,4,0.00,1.09,0.28,32,0,0,eng ENG,3,"2,559",,25,31,0
157,0,0.28,FW,,6,Mike Sheron,0.28,Manchester City,0.21,77,29,4,0.00,1.02,0.21,33,0,0,eng ENG,2,"2,554",,21,29,0
158,0,0.32,FW,,8,Micky Quinn,0.32,Coventry City,0.28,66,35,4,0.04,1.23,0.28,39,1,0,eng ENG,1,"2,554",,31,35,1
159,0,0.07,MF,,1,Martin Ling,0.07,Swindon Town,0.04,77,29,4,0.14,0.28,0.04,33,4,0,eng ENG,1,"2,549",,27,8,0
160,0,0.28,MF,,2,Steve McManaman,0.28,Liverpool,0.07,85,29,1,0.00,0.60,0.07,30,0,0,eng ENG,6,"2,548",,21,17,0
161,0,0.46,FW,,8,Dalian Atkinson,0.46,Aston Villa,0.28,88,29,0,0.04,0.64,0.28,29,1,0,eng ENG,5,"2,541",,25,18,0
162,0,0.11,DF,,1,Steve Nicol,0.11,Liverpool,0.04,82,27,4,0.04,0.28,0.04,31,1,0,sco SCO,2,"2,540",,31,8,0
163,0,0.14,"MF,DF",,2,Steve Watson,0.14,Newcastle United,0.07,79,29,3,0.04,0.28,0.07,32,1,0,eng ENG,2,"2,533",,19,8,0
164,0,0.00,"MF,DF",,0,Gary Mabbutt,0.00,Tottenham Hotspur,0.00,87,29,0,0.04,0.07,0.00,29,1,0,eng ENG,0,"2,526",,31,2,0
165,1,0.07,DF,,1,Keith Curle,0.04,Manchester City,0.04,87,29,0,0.11,0.21,0.00,29,3,0,eng ENG,1,"2,523",,29,6,2
166,0,0.39,"DF,FW",,10,Ian Marshall,0.39,Ipswich Town,0.36,87,28,1,0.00,1.11,0.36,29,0,0,eng ENG,1,"2,510",,27,31,0
