,games_starts,losses,minutes_per_game,save_perc,nationality,player,position,age,clean_sheets_perc,wins,goals_against_per90,games_subs,goals_against,shots_on_target_against,games,clean_sheets,minutes,draws,squad
16,28,12,89,.685,eng ENG,Ben Foster,GK,31,39.3,7,1.23,0,34,108,28,11,"2,485",8,West Bromwich Albion
17,26,13,90,.618,sco SCO,Allan McGregor,GK,32,19.2,5,1.50,0,39,102,26,5,"2,340",7,Hull City
18,24,11,90,.673,dk DEN,Kasper Schmeichel,GK,27,25.0,8,1.54,0,37,113,24,6,"2,160",5,Leicester City
19,18,2,90,.807,co COL,David Ospina,GK,25,44.4,13,0.61,0,11,57,18,8,"1,620",3,Arsenal
20,17,4,88,.667,pl POL,Wojciech Szczęsny,GK,24,17.6,7,1.26,0,21,63,17,3,"1,498",6,Arsenal
21,10,4,85,.770,wal WAL,Boaz Myhill,GK,31,50.0,4,1.64,1,17,74,11,5,935,3,West Bromwich Albion
22,10,4,90,.615,it ITA,Vito Mannone,GK,26,20.0,1,2.00,0,20,52,10,2,900,5,Sunderland
23,10,5,85,.750,eng ENG,Lee Harper,GK,42,40.0,3,1.06,0,10,40,10,4,852,2,Hull City
24,8,4,90,.724,eng ENG,Ben Hamer,GK,26,37.5,3,1.00,0,8,29,8,3,720,1,Leicester City
25,6,4,88,.591,eng ENG,Kelvin Davis,GK,37,33.3,2,1.31,1,9,22,7,2,617,1,Southampton
26,6,0,87,.889,cz CZE,Petr Čech,GK,32,83.3,7,0.30,1,2,18,7,5,607,0,Chelsea
27,6,3,84,.714,es ESP,Joel Robles,GK,24,50.0,1,0.92,1,6,21,7,3,585,3,Everton
28,6,4,90,.677,au AUS,Mark Schwarzer,GK,41,16.7,0,1.67,0,10,31,6,1,540,2,Leicester City
29,5,3,83,.391,eng ENG,Jak Alnwick,GK,21,0.0,2,2.55,1,14,23,6,0,495,1,Newcastle United
30,3,1,89,.706,nl NED,Michel Vorm,GK,30,33.3,2,1.26,1,5,17,4,1,357,1,Tottenham Hotspur
31,3,1,76,.500,ar ARG,Emiliano Martínez,GK,21,66.7,2,1.19,1,4,8,4,2,302,0,Arsenal
32,3,1,90,.529,ie IRL,Shay Given,GK,38,33.3,2,2.67,0,8,17,3,1,270,0,Aston Villa
33,3,1,90,.818,eng ENG,Jack Butland,GK,21,66.7,1,0.67,0,2,11,3,2,270,1,Stoke City
34,2,2,79,.529,eng ENG,Alex McCarthy,GK,24,50.0,1,3.04,1,8,17,3,1,237,0,Queens Park Rangers
35,2,1,76,.818,ch SUI,Eldin Jakupović,GK,29,50.0,0,0.79,1,2,11,3,1,228,2,Hull City
36,3,1,75,.714,ie IRL,Rob Elliot,GK,28,33.3,1,0.80,0,2,7,3,1,225,1,Newcastle United
37,2,0,72,.667,wal WAL,Wayne Hennessey,GK,27,50.0,1,0.83,1,2,6,3,1,216,1,Crystal Palace
38,3,0,65,.444,au AUS,Brad Jones,GK,32,0.0,1,2.31,0,5,9,3,0,195,1,Liverpool
39,2,1,90,.571,ar ARG,Paulo Gazzaniga,GK,22,0.0,1,1.50,0,3,7,2,0,180,0,Southampton
40,2,0,90,.556,ar ARG,Willy Caballero,GK,32,0.0,2,2.00,0,4,9,2,0,180,0,Manchester City
41,1,1,56,.571,de GER,Gerhard Tremmel,GK,35,0.0,0,2.41,1,3,7,2,0,112,0,Swansea City
42,1,0,54,.857,es ESP,Víctor Valdés,GK,32,0.0,0,0.84,1,1,7,2,0,107,1,Manchester United
43,1,1,90,.667,eng ENG,Jed Steer,GK,21,0.0,0,1.00,0,1,3,1,0,90,0,Aston Villa
44,0,0,28,1.000,fi FIN,Jussi Jääskeläinen,GK,39,,0,0.00,1,0,3,1,1,28,1,West Ham United
